Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Release Version	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Age 	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample Biomaterial provider 	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Breed 	Assembly BioSample Collected by 	Assembly BioSample Collection date 	Assembly BioSample Cultivar 	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Development stage 	Assembly BioSample Ecotype 	Assembly BioSample Geographic location 	Assembly BioSample Host 	Assembly BioSample Host disease 	Assembly BioSample Identified by 	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample IFSAC category 	Assembly BioSample Isolate 	Assembly BioSample Isolate name alias 	Assembly BioSample Isolation source 	Assembly BioSample Last updated	Assembly BioSample Latitude / Longitude 	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Project name  	Assembly BioSample Publication date	Assembly BioSample Sample name 	Assembly BioSample Serotype 	Assembly BioSample Serovar 	Assembly BioSample Sex 	Assembly BioSample Source type 	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Strain 	Assembly BioSample Sub-species 	Assembly BioSample Submission date	Assembly BioSample Tissue 	Assembly Blast URL	Assembly Description	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCF_016728725.1	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	species_match	category_na	OK	na	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	Corynebacterium amycolatum	Corynebacterium amycolatum									71		2092	21	2184	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-06			6.6		Canu v. 1.8			PRJNA231221	PRJNA608517			The Lactobacillus genus, a use case for Bactopia.	SAMN16357277		host_disease	Unknown		PRJNA231221					DSMZ	Unknown		DSM 44373								Corynebacterium amycolatum		43765	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum			Germany: Braunschweig	missing	Unknown		SRA		SRS7618549		Not applicable		missing	2021-01-13T10:26:05.526	Not applicable	Pathogen.cl		FDA-ARGOS Database	Pathogen.cl.1.0		2020-10-03T00:00:00.000						live	2020-10-03T14:56:10.795	FDAARGOS_1108		2020-10-03T14:56:10.793				Complete Genome			ASM1672872v1		GCA_016728725.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2021-01-20	Pacbio; Illumina	current	US Food and Drug Administration			haploid	1	2476115		1451436	58.5	1789.1x	1	1		1	1	2476115	1	2476115	2476115	98.87	12.727273	0.1	Corynebacterium	genus	43765	v1.2.2	GCF_016728725.1													FDAARGOS_1108	Corynebacterium amycolatum		43765	SOURCE_DATABASE_REFSEQ					
GCF_016728725.1	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	species_match	category_na	OK	na	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	Corynebacterium amycolatum	Corynebacterium amycolatum									71		2092	21	2184	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-06			6.6		Canu v. 1.8			PRJNA231221	PRJNA608517			The Lactobacillus genus, a use case for Bactopia.	SAMN16357277		host_disease_outcome	Unknown		PRJNA231221					DSMZ	Unknown		DSM 44373								Corynebacterium amycolatum		43765	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum			Germany: Braunschweig	missing	Unknown			Sample name	FDAARGOS_1108		Not applicable		missing	2021-01-13T10:26:05.526	Not applicable	Pathogen.cl		FDA-ARGOS Database	Pathogen.cl.1.0		2020-10-03T00:00:00.000						live	2020-10-03T14:56:10.795	FDAARGOS_1108		2020-10-03T14:56:10.793				Complete Genome			ASM1672872v1		GCA_016728725.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2021-01-20	Pacbio; Illumina	current	US Food and Drug Administration			haploid	1	2476115		1451436	58.5	1789.1x	1	1		1	1	2476115	1	2476115	2476115	98.87	12.727273	0.1	Corynebacterium	genus	43765	v1.2.2	GCF_016728725.1													FDAARGOS_1108	Corynebacterium amycolatum		43765	SOURCE_DATABASE_REFSEQ					
GCF_016728725.1	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	species_match	category_na	OK	na	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	Corynebacterium amycolatum	Corynebacterium amycolatum									71		2092	21	2184	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-06			6.6		Canu v. 1.8			PRJNA231221	PRJNA608517			The Lactobacillus genus, a use case for Bactopia.	SAMN16357277		host_disease_outcome	Unknown		PRJNA231221					DSMZ	Unknown		DSM 44373								Corynebacterium amycolatum		43765	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum			Germany: Braunschweig	missing	Unknown		SRA		SRS7618549		Not applicable		missing	2021-01-13T10:26:05.526	Not applicable	Pathogen.cl		FDA-ARGOS Database	Pathogen.cl.1.0		2020-10-03T00:00:00.000						live	2020-10-03T14:56:10.795	FDAARGOS_1108		2020-10-03T14:56:10.793				Complete Genome			ASM1672872v1		GCA_016728725.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2021-01-20	Pacbio; Illumina	current	US Food and Drug Administration			haploid	1	2476115		1451436	58.5	1789.1x	1	1		1	1	2476115	1	2476115	2476115	98.87	12.727273	0.1	Corynebacterium	genus	43765	v1.2.2	GCF_016728725.1													FDAARGOS_1108	Corynebacterium amycolatum		43765	SOURCE_DATABASE_REFSEQ					
GCF_016728725.1	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	species_match	category_na	OK	na	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	Corynebacterium amycolatum	Corynebacterium amycolatum									71		2092	21	2184	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-06			6.6		Canu v. 1.8			PRJNA231221	PRJNA608517			The Lactobacillus genus, a use case for Bactopia.	SAMN16357277		host_disease_stage	Unknown		PRJNA231221					DSMZ	Unknown		DSM 44373								Corynebacterium amycolatum		43765	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum			Germany: Braunschweig	missing	Unknown			Sample name	FDAARGOS_1108		Not applicable		missing	2021-01-13T10:26:05.526	Not applicable	Pathogen.cl		FDA-ARGOS Database	Pathogen.cl.1.0		2020-10-03T00:00:00.000						live	2020-10-03T14:56:10.795	FDAARGOS_1108		2020-10-03T14:56:10.793				Complete Genome			ASM1672872v1		GCA_016728725.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2021-01-20	Pacbio; Illumina	current	US Food and Drug Administration			haploid	1	2476115		1451436	58.5	1789.1x	1	1		1	1	2476115	1	2476115	2476115	98.87	12.727273	0.1	Corynebacterium	genus	43765	v1.2.2	GCF_016728725.1													FDAARGOS_1108	Corynebacterium amycolatum		43765	SOURCE_DATABASE_REFSEQ					
GCF_016728725.1	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	species_match	category_na	OK	na	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	Corynebacterium amycolatum	Corynebacterium amycolatum									71		2092	21	2184	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-06			6.6		Canu v. 1.8			PRJNA231221	PRJNA608517			The Lactobacillus genus, a use case for Bactopia.	SAMN16357277		host_disease_stage	Unknown		PRJNA231221					DSMZ	Unknown		DSM 44373								Corynebacterium amycolatum		43765	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum			Germany: Braunschweig	missing	Unknown		SRA		SRS7618549		Not applicable		missing	2021-01-13T10:26:05.526	Not applicable	Pathogen.cl		FDA-ARGOS Database	Pathogen.cl.1.0		2020-10-03T00:00:00.000						live	2020-10-03T14:56:10.795	FDAARGOS_1108		2020-10-03T14:56:10.793				Complete Genome			ASM1672872v1		GCA_016728725.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2021-01-20	Pacbio; Illumina	current	US Food and Drug Administration			haploid	1	2476115		1451436	58.5	1789.1x	1	1		1	1	2476115	1	2476115	2476115	98.87	12.727273	0.1	Corynebacterium	genus	43765	v1.2.2	GCF_016728725.1													FDAARGOS_1108	Corynebacterium amycolatum		43765	SOURCE_DATABASE_REFSEQ					
GCF_016728725.1	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	species_match	category_na	OK	na	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	Corynebacterium amycolatum	Corynebacterium amycolatum									71		2092	21	2184	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-06			6.6		Canu v. 1.8			PRJNA231221	PRJNA608517			The Lactobacillus genus, a use case for Bactopia.	SAMN16357277		host_health_state	Unknown		PRJNA231221					DSMZ	Unknown		DSM 44373								Corynebacterium amycolatum		43765	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum			Germany: Braunschweig	missing	Unknown			Sample name	FDAARGOS_1108		Not applicable		missing	2021-01-13T10:26:05.526	Not applicable	Pathogen.cl		FDA-ARGOS Database	Pathogen.cl.1.0		2020-10-03T00:00:00.000						live	2020-10-03T14:56:10.795	FDAARGOS_1108		2020-10-03T14:56:10.793				Complete Genome			ASM1672872v1		GCA_016728725.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2021-01-20	Pacbio; Illumina	current	US Food and Drug Administration			haploid	1	2476115		1451436	58.5	1789.1x	1	1		1	1	2476115	1	2476115	2476115	98.87	12.727273	0.1	Corynebacterium	genus	43765	v1.2.2	GCF_016728725.1													FDAARGOS_1108	Corynebacterium amycolatum		43765	SOURCE_DATABASE_REFSEQ					
GCF_016728725.1	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	species_match	category_na	OK	na	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	Corynebacterium amycolatum	Corynebacterium amycolatum									71		2092	21	2184	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-06			6.6		Canu v. 1.8			PRJNA231221	PRJNA608517			The Lactobacillus genus, a use case for Bactopia.	SAMN16357277		host_health_state	Unknown		PRJNA231221					DSMZ	Unknown		DSM 44373								Corynebacterium amycolatum		43765	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum			Germany: Braunschweig	missing	Unknown		SRA		SRS7618549		Not applicable		missing	2021-01-13T10:26:05.526	Not applicable	Pathogen.cl		FDA-ARGOS Database	Pathogen.cl.1.0		2020-10-03T00:00:00.000						live	2020-10-03T14:56:10.795	FDAARGOS_1108		2020-10-03T14:56:10.793				Complete Genome			ASM1672872v1		GCA_016728725.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2021-01-20	Pacbio; Illumina	current	US Food and Drug Administration			haploid	1	2476115		1451436	58.5	1789.1x	1	1		1	1	2476115	1	2476115	2476115	98.87	12.727273	0.1	Corynebacterium	genus	43765	v1.2.2	GCF_016728725.1													FDAARGOS_1108	Corynebacterium amycolatum		43765	SOURCE_DATABASE_REFSEQ					
GCF_016728725.1	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	species_match	category_na	OK	na	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	Corynebacterium amycolatum	Corynebacterium amycolatum									71		2092	21	2184	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-06			6.6		Canu v. 1.8			PRJNA231221	PRJNA608517			The Lactobacillus genus, a use case for Bactopia.	SAMN16357277		host_sex	Unknown		PRJNA231221					DSMZ	Unknown		DSM 44373								Corynebacterium amycolatum		43765	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum			Germany: Braunschweig	missing	Unknown			Sample name	FDAARGOS_1108		Not applicable		missing	2021-01-13T10:26:05.526	Not applicable	Pathogen.cl		FDA-ARGOS Database	Pathogen.cl.1.0		2020-10-03T00:00:00.000						live	2020-10-03T14:56:10.795	FDAARGOS_1108		2020-10-03T14:56:10.793				Complete Genome			ASM1672872v1		GCA_016728725.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2021-01-20	Pacbio; Illumina	current	US Food and Drug Administration			haploid	1	2476115		1451436	58.5	1789.1x	1	1		1	1	2476115	1	2476115	2476115	98.87	12.727273	0.1	Corynebacterium	genus	43765	v1.2.2	GCF_016728725.1													FDAARGOS_1108	Corynebacterium amycolatum		43765	SOURCE_DATABASE_REFSEQ					
GCF_016728725.1	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	species_match	category_na	OK	na	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	Corynebacterium amycolatum	Corynebacterium amycolatum									71		2092	21	2184	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-06			6.6		Canu v. 1.8			PRJNA231221	PRJNA608517			The Lactobacillus genus, a use case for Bactopia.	SAMN16357277		host_sex	Unknown		PRJNA231221					DSMZ	Unknown		DSM 44373								Corynebacterium amycolatum		43765	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum			Germany: Braunschweig	missing	Unknown		SRA		SRS7618549		Not applicable		missing	2021-01-13T10:26:05.526	Not applicable	Pathogen.cl		FDA-ARGOS Database	Pathogen.cl.1.0		2020-10-03T00:00:00.000						live	2020-10-03T14:56:10.795	FDAARGOS_1108		2020-10-03T14:56:10.793				Complete Genome			ASM1672872v1		GCA_016728725.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2021-01-20	Pacbio; Illumina	current	US Food and Drug Administration			haploid	1	2476115		1451436	58.5	1789.1x	1	1		1	1	2476115	1	2476115	2476115	98.87	12.727273	0.1	Corynebacterium	genus	43765	v1.2.2	GCF_016728725.1													FDAARGOS_1108	Corynebacterium amycolatum		43765	SOURCE_DATABASE_REFSEQ					
GCF_016728725.1	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	species_match	category_na	OK	na	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	Corynebacterium amycolatum	Corynebacterium amycolatum									71		2092	21	2184	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-06			6.6		Canu v. 1.8			PRJNA231221	PRJNA608517			The Lactobacillus genus, a use case for Bactopia.	SAMN16357277		identification method	Phenotypic and Molecular Methods		PRJNA231221					DSMZ	Unknown		DSM 44373								Corynebacterium amycolatum		43765	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum			Germany: Braunschweig	missing	Unknown			Sample name	FDAARGOS_1108		Not applicable		missing	2021-01-13T10:26:05.526	Not applicable	Pathogen.cl		FDA-ARGOS Database	Pathogen.cl.1.0		2020-10-03T00:00:00.000						live	2020-10-03T14:56:10.795	FDAARGOS_1108		2020-10-03T14:56:10.793				Complete Genome			ASM1672872v1		GCA_016728725.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2021-01-20	Pacbio; Illumina	current	US Food and Drug Administration			haploid	1	2476115		1451436	58.5	1789.1x	1	1		1	1	2476115	1	2476115	2476115	98.87	12.727273	0.1	Corynebacterium	genus	43765	v1.2.2	GCF_016728725.1													FDAARGOS_1108	Corynebacterium amycolatum		43765	SOURCE_DATABASE_REFSEQ					
GCF_016728725.1	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	species_match	category_na	OK	na	99.31	GCA_016889425.1	95.97	type	Corynebacterium amycolatum	96.02	Corynebacterium amycolatum	Corynebacterium amycolatum									71		2092	21	2184	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-06			6.6		Canu v. 1.8			PRJNA231221	PRJNA608517			The Lactobacillus genus, a use case for Bactopia.	SAMN16357277		identification method	Phenotypic and Molecular Methods		PRJNA231221					DSMZ	Unknown		DSM 44373								Corynebacterium amycolatum		43765	Pathogen: clinical or host-associated sample from Corynebacterium amycolatum			Germany: Braunschweig	missing	Unknown		SRA		SRS7618549		Not applicable		missing	2021-01-13T10:26:05.526	Not applicable	Pathogen.cl		FDA-ARGOS Database	Pathogen.cl.1.0		2020-10-03T00:00:00.000						live	2020-10-03T14:56:10.795	FDAARGOS_1108		2020-10-03T14:56:10.793				Complete Genome			ASM1672872v1		GCA_016728725.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2021-01-20	Pacbio; Illumina	current	US Food and Drug Administration			haploid	1	2476115		1451436	58.5	1789.1x	1	1		1	1	2476115	1	2476115	2476115	98.87	12.727273	0.1	Corynebacterium	genus	43765	v1.2.2	GCF_016728725.1													FDAARGOS_1108	Corynebacterium amycolatum		43765	SOURCE_DATABASE_REFSEQ					
GCF_900156665.1	99.99	GCA_030408415.1	99.95	type	Corynebacterium appendicis	98.36	species_match	type	OK	na	99.99	GCA_030408415.1	99.95	type	Corynebacterium appendicis CIP 107643	98.36	Corynebacterium appendicis CIP 107643	Corynebacterium appendicis									60		2093	60	2213	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-01-26			6.6					PRJEB18828	PRJEB18828			Corynebacterium appendicis DSM 44531	SAMN05444817		strain	DSM 44531		PRJNA331855						missing		Keywords: GSC:MIxS;MIGS:6.0								Corynebacterium appendicis CIP 107643		1161099	Corynebacterium appendicis DSM 44531			missing	not applicable			SRA		SRS1686701				missing	2019-06-20T17:40:06.010	missing	MIGS.ba		DOE Joint Genome Institute	MIGS.ba.6.0		2016-07-26T00:00:00.000						live	2016-07-26T23:26:29.033	DSM 44531		2016-07-26T23:26:29.030				Contig			IMG-taxon 2681813517 annotated assembly		GCA_900156665.1			Annotation submitted by DOE - JOINT GENOME INSTITUTE			current		2017-01-14		current	DOE - JOINT GENOME INSTITUTE			haploid	4	194818		1445809	64.5	369.0x	32	32						2248056	2248056	99.49	100	1.12	Corynebacterium	genus	163202	v1.2.2	GCF_900156665.1													DSM 44531	Corynebacterium appendicis CIP 107643		1161099	SOURCE_DATABASE_REFSEQ	assembly from type material	TYPE_MATERIAL	https://www.ncbi.nlm.nih.gov/Traces/wgs/FTOF01	FTOF01	https://www.ncbi.nlm.nih.gov/nuccore/FTOF00000000.1
GCF_900156665.1	99.99	GCA_030408415.1	99.95	type	Corynebacterium appendicis	98.36	species_match	type	OK	na	99.99	GCA_030408415.1	99.95	type	Corynebacterium appendicis CIP 107643	98.36	Corynebacterium appendicis CIP 107643	Corynebacterium appendicis									60		2093	60	2213	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-01-26			6.6					PRJEB18828	PRJEB18828			Corynebacterium appendicis DSM 44531	SAMN05444817		strain	DSM 44531		PRJNA331855						missing		Keywords: GSC:MIxS;MIGS:6.0								Corynebacterium appendicis CIP 107643		1161099	Corynebacterium appendicis DSM 44531			missing	not applicable			DOE Joint Genome Institute		Gp0131803				missing	2019-06-20T17:40:06.010	missing	MIGS.ba		DOE Joint Genome Institute	MIGS.ba.6.0		2016-07-26T00:00:00.000						live	2016-07-26T23:26:29.033	DSM 44531		2016-07-26T23:26:29.030				Contig			IMG-taxon 2681813517 annotated assembly		GCA_900156665.1			Annotation submitted by DOE - JOINT GENOME INSTITUTE			current		2017-01-14		current	DOE - JOINT GENOME INSTITUTE			haploid	4	194818		1445809	64.5	369.0x	32	32						2248056	2248056	99.49	100	1.12	Corynebacterium	genus	163202	v1.2.2	GCF_900156665.1													DSM 44531	Corynebacterium appendicis CIP 107643		1161099	SOURCE_DATABASE_REFSEQ	assembly from type material	TYPE_MATERIAL	https://www.ncbi.nlm.nih.gov/Traces/wgs/FTOF01	FTOF01	https://www.ncbi.nlm.nih.gov/nuccore/FTOF00000000.1
GCF_900156665.1	99.99	GCA_030408415.1	99.95	type	Corynebacterium appendicis	98.36	species_match	type	OK	na	99.99	GCA_030408415.1	99.95	type	Corynebacterium appendicis CIP 107643	98.36	Corynebacterium appendicis CIP 107643	Corynebacterium appendicis									60		2093	60	2213	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-01-26			6.6					PRJEB18828	PRJEB18828			Corynebacterium appendicis DSM 44531	SAMN05444817		collection_date	missing		PRJNA331855						missing		Keywords: GSC:MIxS;MIGS:6.0								Corynebacterium appendicis CIP 107643		1161099	Corynebacterium appendicis DSM 44531			missing	not applicable			SRA		SRS1686701				missing	2019-06-20T17:40:06.010	missing	MIGS.ba		DOE Joint Genome Institute	MIGS.ba.6.0		2016-07-26T00:00:00.000						live	2016-07-26T23:26:29.033	DSM 44531		2016-07-26T23:26:29.030				Contig			IMG-taxon 2681813517 annotated assembly		GCA_900156665.1			Annotation submitted by DOE - JOINT GENOME INSTITUTE			current		2017-01-14		current	DOE - JOINT GENOME INSTITUTE			haploid	4	194818		1445809	64.5	369.0x	32	32						2248056	2248056	99.49	100	1.12	Corynebacterium	genus	163202	v1.2.2	GCF_900156665.1													DSM 44531	Corynebacterium appendicis CIP 107643		1161099	SOURCE_DATABASE_REFSEQ	assembly from type material	TYPE_MATERIAL	https://www.ncbi.nlm.nih.gov/Traces/wgs/FTOF01	FTOF01	https://www.ncbi.nlm.nih.gov/nuccore/FTOF00000000.1
GCF_900156665.1	99.99	GCA_030408415.1	99.95	type	Corynebacterium appendicis	98.36	species_match	type	OK	na	99.99	GCA_030408415.1	99.95	type	Corynebacterium appendicis CIP 107643	98.36	Corynebacterium appendicis CIP 107643	Corynebacterium appendicis									60		2093	60	2213	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-01-26			6.6					PRJEB18828	PRJEB18828			Corynebacterium appendicis DSM 44531	SAMN05444817		collection_date	missing		PRJNA331855						missing		Keywords: GSC:MIxS;MIGS:6.0								Corynebacterium appendicis CIP 107643		1161099	Corynebacterium appendicis DSM 44531			missing	not applicable			DOE Joint Genome Institute		Gp0131803				missing	2019-06-20T17:40:06.010	missing	MIGS.ba		DOE Joint Genome Institute	MIGS.ba.6.0		2016-07-26T00:00:00.000						live	2016-07-26T23:26:29.033	DSM 44531		2016-07-26T23:26:29.030				Contig			IMG-taxon 2681813517 annotated assembly		GCA_900156665.1			Annotation submitted by DOE - JOINT GENOME INSTITUTE			current		2017-01-14		current	DOE - JOINT GENOME INSTITUTE			haploid	4	194818		1445809	64.5	369.0x	32	32						2248056	2248056	99.49	100	1.12	Corynebacterium	genus	163202	v1.2.2	GCF_900156665.1													DSM 44531	Corynebacterium appendicis CIP 107643		1161099	SOURCE_DATABASE_REFSEQ	assembly from type material	TYPE_MATERIAL	https://www.ncbi.nlm.nih.gov/Traces/wgs/FTOF01	FTOF01	https://www.ncbi.nlm.nih.gov/nuccore/FTOF00000000.1
